,text,target
2371,but why ? :(,0
2372,i miss beks ' original body since episode 13 :(,0
2373,reynoldsgrl either deactivated or got suspended i wanted to shade :(,0
2374,just got home .. heavy rain :(,0
2375,sorry :(,0
2376,haha i feel so naked without ole beardy tho :(,0
2377,how did you get it ?? i ' ve been trying for ages and no joy ! :(,0
2378,i want to sleep why am i not tired :((((,0
2379,this song is freaking saaaaaaad :(,0
2380,"sorry guys , no new video this week ! :(",0
2381,"aw that ' s a shame , we thought you were ! we ' ll miss you :(",0
2382,"followed me thanks , and please followed me too :(",0
2383,what happen to the kaussies ? :(,0
2384,i was looking forward to this pixels movie and it turned out to be a bummer :(,0
2385,its okay bae ~ its okay :( i wanna hug her already . # fightingmcirene,0
2386,michael ' s exercising and yeah it ' s great and all but i do not want him to lose the tummy :(((,0
2387,done please pick me :(,0
2388,finding old pictures with my long hair makes me so sad :(,0
2389,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������♥♥♥♥,0
2390,it ' s wet and miserable here :((💦☔️ missing my morning yoga & drink in the sunshine ! 🌞💃🏽🍹 love to you all . xx,0
2391,thats so mean !!>:( i dont like him how rude ! also aww bc they had to keep u away from the snake :/ damn they shouldve moved him,0
2392,fucking shit stalking her account :(,0
2393,""" zayn is coming back on july 26 "" srsly guys ? how many times did you say that ?? :-((",0
2394,georgia and saffron are amazing and queens and i am just a poor peasant :( wish i could be more like them ...,0
2395,i got no sleep :(,0
2396,ahh im sorry i didnt reply back :( i miss you too !! also i wouldve tweeted u on that acc but ive been having,0
2397,nfinite new update - hoya ~# admin_myung slp :(,0
2398,"the saddest thing is when you are feeling real down , you look around and realize that there is no shoulder for you ….! :(",0
2399,"laomma design ; kebaya & wedding dress . bandung - indonesia line : laomma , 7df89150 whatsapp : (+ 62 ) 089624641747 instagram : laomma_couture",0
2400,"no , i can not :(",0
2401,i feel so drained like omg like so tired physically and mentally how haizzz and my eyes still hurt urghhh sat sun cant even stay at home :(,0
2402,"i ' m really trying hard to level up my working - on - a - tight - schedule art for comics , & i know sometimes the art looks off , but :( ganbarimasu",0
2403,:( now im feeling lonely wth,0
2404,livid - it ' s still not working :(,0
2405,oh that actually made me sad lol :(((,0
2406,wanna sleep :(,0
2407,double whammy :(,0
2408,how unlucky would it be if i was dying and passed away just before ed came on stage #:-(,0
2409,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������♥♥♥,0
2410,quuuuuuee friooooo :(,0
2411,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������♥♥,0
2412,so ... it ' s raining again ... so much for running ... :(,0
2413,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������♥,0
2414,my dad said no sorry :(,0
2415,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������ ♥,0
2416,fat lady parts :(,0
2417,i ' ve been supporting you since the start and am always ignored :( please let today be the day you finally follow me ������,0
2418,please take me there :((,0
2419,wtf stereo kicks :(,0
2420,:((((((((((( but hopefully chwang will still drag him out to eat later sobs,0
2421,add my kik - lorm823 # kik # kikmeguys # blonde # rp # kikmenow # indiemusic # selfshot :(,0
2422,why is this so accurate :-((((,0
2423,i cant stream :(,0
2424,feeling unhappy today :-(,0
2425,omg no amber :((,0
2426,looking for fun ? snapchat - jennyjean22 # snapchat # hornykik # ebony # trade # models # elfindelmundo # webcamsex :(,0
2427,hey that was mean :(,0
2428,i told myself i can survive living alone for the rest of my life but i can not even be left alone for a day :(,0
2429,well rude :(,0
2430,i wanna buy the # calibraskaep :(,0
2431,no i did not :( hahaha i wish t . t you ?,0
2432,"lolzz , unfortunately dats how it is :(",0
2433,:( feels,0
2434,i keep having the worse dreams with corey in them :-(,0
2435,i appreciate the weekly update but more weapons than ever before are on the way ? we have nowhere to put the one we already own :(,0
2436,yup thank you ! huhu mahirap ? :(,0
2437,t h e d r e a m is dead :((( guess it ' s time to get to sleep . hope it works later today and i can get some games with nash,0
2438,my body system do not want to accept those foods :(,0
2439,oh gosh i love it so much ; __ ; they have those fried noodles ?? love 💜💜💜 but they stopped selling them here :(,0
2440,london is veeeeerry wet today - this is more like summer as i know it ! :(,0
2441,saw it being rted orig tweet by @/ starholicxx :((,0
2442,"justinbieber can u pls follow me on > daianerufato < i ' ve been trying for too long :( ilysm baby ! xx ( july 24 , 2015 at 07 : 17am )",0
2443,":( i was kidding , get out your feelings",0
2444,song from fifth album i am so notr ready hwy is niall so cute :(:,0
2445,"nothing except lie , fraud , double cross , diplomacy , survival of fittest , zero tolerant ..... :(",0
2446,- hugs - i really wish i could love :( i miss you .,0
2447,miss you . :(,0
2448,always remember to take a shit bb gurl . :-(,0
2449,we ' re sorry to hear this :( how is it now ? try the following steps : & let us know how you get on .,0
2450,"so true , yet many know this and choose to not heed the notion xx :(",0
2451,unfortunately today ' s performances at pier approach will not be going ahead due to the weather . :(,0
2452,crying to get rattle robe :(,0
2453,just looked at your previous tweets and seen that this message was due to a hack :( hope you got it sorted !,0
2454,do you not like ballads :-( i think it emphasis their vocals a lot so im happy they chose to promote one,0
2455,they are all sold out :((((,0
2456,"erm , what ' s that like then :(",0
2457,can not announce cool show today so wait until monday thanks :(,0
2458,hey abby . can you help me persuade my mum to come with me to see in london please ?:(,0
2459,lmao just realized i tweeted the wrong lyrics :(,0
2460,but but but but but emily ' s birthday :(,0
2461,i packed all my socks for camping so i had to wear odd socks :(,0
2462,. i can not see how she can possibly be elected - far too much baggage . but people see what they want to see :(,0
2463,so cold :(,0
2464,"＠ maverickgamer_ july 24 , 2015 at 07 : 17pm :(",0
2465,"no ~ i mean , that hmm , omg im so slow :(",0
2466,shiiiit . kamiss beh 😭😭 thank you bby . :* i miss you :( love you mwa .,0
2467,my mommy left :(,0
2468,hi ate :( i know she loves you so much but maybe she ' s having a hard time right now .,0
2469,very sad to return from holiday to find not on my radio in the morning and not doing bc drive :(,0
2470,but dat was fun while it lasted :(,0
2471,why do people scream so much before / during fighting ? .. you ' re only hurting your throat stop it :(,0
2472,:() is there a cat cafe in melbourne,0
2473,movie marathon anyonneeee :(((( loner af,0
2474,so fricken cold :(,0
2475,that ' s annoying ! that ' s the one i ' m using and it ' s really good :(,0
2476,meh rito pls do something :(,0
2477,friendzone :(,0
2478,although it ' s 3 am here when their panels start ... i ' m gonna miss everything ...:-(,0
2479,repeat audience ?? :(,0
2480,i only got one month in june :(,0
2481,take me back :( @ hsm canarios park hotel,0
2482,im sorry im getting all personal and stuff but its really bothering me and i cant stop crying about it but i dont have anyone to talk to :(,0
2483,i wonder when i ' m gonna see all ukiss members as one again :(,0
2484,i wish i was there too ! :( but we have to have faith that we ' ll meet sam and kurt one day ! one day ...,0
2485,my friends fatma ' m :(,0
2486,damn alex has more swag than me :((,0
2487,lmfao seriously ??? i can not remember if i did honestly .. more likely tho :((,0
2488,missing you :(,0
2489,please follow me :( i have been waiting for your follow back :( please follow me back or retweet or reply this :(,0
2490,:( update : via,0
2491,"oh no , i forgot i ' d be missing your cakes - and those flapjacks ! :-( # countthecost",0
2492,i want ihop :(,0
2493,i dont have snapchat :(,0
2494,"yep but oh so common of infra , still being rolled out now , in this country :-(",0
2495,so true :(,0
2496,done can u please give them to ? i know im late sorry :(,0
2497,:(((( thank u bby . i love u too .,0
2498,can i just call into work :(,0
2499,last day :-(,0
2500,i want to sleep :(,0
2501,2nd thoughts on college :((,0
2502,where do u guys stream ? my stream is so lq im - :(,0
2503,"you , with your words like knives :((",0
2504,can not sleep cause i ' ve had the worst anxiety all day :( ugh can i just stay home tomorrow ? 😞 # sotired # mybrainneedstoshutoff,0
2505,was so exited to get a maccies breakfast but no i was 10 minutes late and had to get a burger and cheese bites :(,0
2506,"it was amazing !! such a short trip though :( i wanna go again , but for more days !! how ' s spain ? x",0
2507,sorry mr 25 :(,0
2508,so pleased it went well wayne ! shame i could not be there :( x,0
2509,"wtf , i make new giveaway acc again ... and now can not to tweet anything again !! :(",0
2510,i wanna talk to people but i ' m scared they will find me annoying and tend to ignore me or not interested to talk to me :-((,0
2511,i could get a black 510 and a blue silicon cover for it .. but its just not the same :(,0
2512,no one thank that they have me bc of 1d ! :( i h a t e m e . kbye,0
2513,btw ini sore say :(,0
2514,i hate how they did not have their first win yet :((,0
2515,anytime lil nigga !! (: (:,0
2516,i tried to support but only uk citizens can sign :(,0
2517,so low compared to their ranking on mcountdown :((,0
2518,5h + kids makes all ://:(\\\,0
2519,people change and it ' s not always for good :(,0
2520,"i ' m sure "": it would be sad to see you go thapelo :( \ op """,0
2521,chocolates and peanuts ...... :(,0
2522,civ 5 just crashed in the middle of a marathon game ... :(,0
2523,wooden mic neh ! :(,0
2524,that is so embarrassing :( i texted the wrong organization gosh,0
2525,lost all the excitement for my birthday :-(,0
2526,hate it when people do not text me back :(,0
2527,deactivated :(,0
2528,“ my mouth can ’ t translate the things my heart says .” :(,0
2529,today ? i do not have :(,0
2530,mine still is not working wtf ? i missed my daily chances and going to miss out on mecha - totems if this keeps up :(,0
2531,this feeling .... miss her badly . :(,0
2532,nak tgk paper townssssss sigh :(,0
2533,too early :(,0
2534,""": jokid :(((",0
2535,i miss being a kid . i can not believe i ' m doing adult stuff like paying rent and bills and doing a degree and shit like . the fuck ??!?:(,0
2536,"tomorrow again , please ? :-(",0
2537,"“: yes , very inconsiderate of them . :(” why ???",0
2538,pray for the kids :(,0
2539,"wow i miss my long hair , my braces , & softball :(",0
2540,and more and more and more anna :(,0
2541,"followed me thanks , and please followed me too :(",0
2542,should i apply for tomcat ? :(,0
2543,miss you chel :(,0
2544,we do not like the sound of this jemma :( try the following network steps : & let us know .,0
2545,idk how to use those :(,0
2546,which is only good if i ' m receiving delivery otherwise i have to leave a detailed list of with offers oh needs 2 check :(,0
2547,matchy matchy d elsa hair :-(( love u soo much !,0
2548,please dont postpone it any longer ! :( :(,0
2549,karin honey i want another vist :(,0
2550,i ' m gonna get high blood pressure one day lol i ' m eating too much unhealthy food :(,0
2551,pains propa knockin me sick :( owwww,0
2552,"bacon sandwiches for & in the marketing office , but i ' m on pre - holiday diet boooo :( # meanies # deathbybaconsmell",0
2553,"followed me thanks , and please followed me too :(",0
2554,i ' m confused :( what do i put in the inital location ? # ubericecream asking me for location and destination,0
2555,what happened love ? :(,0
2556,"so now f ( x ) is 4 members ?? just victoria , amber , luna , and krystal ??? no giant baby again in f ( x ) :(",0
2557,but no picture ? :(,0
2558,come to singapore :(,0
2559,the last concert i went to in this stadium tomorrow ' s show is in was justin :(,0
2560,why can not i retweet your stuff :((,0
2561,where r u gonna be sarajevo ??? :( i live like 2 hours from there 😩😩😩😩😭,0
2562,team has fallen apart unfortunately no energy it seems :(,0
2563,but i was not :-((,0
2564,haix i wish i was an sp student :((( everyday can go breakfast when im late for class already haix,0
2565,"followed me thanks , and please followed me too :(",0
2566,then tell me how ? :(,0
2567,"why is this not on wii u , did bayonetta 2 and the wonderful 101 really sell so poorly ? :(",0
2568,"yeah just saw your other tweets and completely agree , we ' re not moving quick enough on transfers though :(",0
2569,:((( dropped again,0
2570,"work was no longer really doable ( i drove as trains were awful ), so moved agencies , long story . miss everone though :( r u ok x",0
2571,do not have any :( gonna order a jps soon hopefully they have some,0
2572,i miss mamabear so much :(,0
2573,i thought finding someone was hard but finding them and trying to make them stay is harder :( # imintoher,0
2574,oh no that sucks ! :(,0
2575,i need to go school shopping . school starts in almost a week :(,0
2576,so bad :(,0
2577,"followed me thanks , and please followed me too :(",0
2578,"ugh , i just want to be with you right here and right now , i need ya tay . you are the only one who understands me . :(",0
2579,"so true , i voted for them so many times :( underrated just like all of slovakia ' s entries d :",0
2580,it ' s not funny :(,0
2581,i know :( saklap,0
2582,"sadly , i can not see my grades yet bc i have a hold order in rizal lib :(",0
2583,baby :(,0
2584,gonna miss it there :(,0
2585,i ' m not watching because i ' m working :( but i ' m not interested in man city anyway 😂 hope they lose,0
2586,i wanted to go but i do not live near any of these places at all :((,0
2587,it was not in class but the entire school had to discuss it in their advisory period but no one took it seriously :-(,0
2588,"ja dit dus , i know the feel :(",0
2589,life is harsh sometimes :(,0
2590,school start next monday ohgod :(,0
2591,my kik - abligaverins7 # kik # hornykik # photooftheday # kikchat # likeforlike # indiemusic # sexygirlbypreciouslemmy :(,0
2592,"such a positive , beautiful light :( # ripsandrabland # justiceforsandrabland # sandrabland",0
2593,"followed me thanks , and please followed me too :(",0
2594,i want to cri i have no one to go w :(((((((,0
2595,"oh no i did not :( so sad , i will do some catching up today x",0
2596,"oh damn , it ' s true :( "": that moment you realize that holiday is almost over and you ' ve done nothing .""",0
2597,miss you edel !! aww :( why ? :(,0
2598,salam dear brother eid mubark & very sorry i ' ve missed ur all the shows on this eid .. feeling bad + sad :-(,0
2599,hp low dong :((((((,0
2600,this is just way too common now :-(,0
2601,snapchat : tammirossm # snapchat # kikgirl # kikchat # wet # wife # indiemusic # sexy :(,0
2602,just saw this not mine huhu but .... :(((,0
2603,snapchat : tammirossm # snapchat # kikgirl # kikchat # wet # wife # indiemusic # sexy :(,0
2604,miss u ! :( and speck if your online babes ?? x,0
2605,my snapchat - abbymill18 # snapchat # snapchatme # wet # sex # sexy # indiemusic # hotels :(,0
2606,:( ion wanna hear that,0
2607,yeah just thinking :(,0
2608,spent more than 5min tryna lock my hse door without getting the key stuck . noob to the nxt level . :(,0
2609,2weeks before our exam :(,0
2610,i hate not getting enough sleep :( my baby wakes me up 300 times a night and i always feel like falling asleep at work 😔,0
2611,no but i was pretty sure :-( until now at least,0
2612,"followed me thanks , and please followed me too :(",0
2613,"but still , fck , the nae nae ...:( that literally made me fucking cry bc too deep",0
2614,emotions make us human :(,0
2615,enough whit this ...:(;(;( ... stop,0
2616,all ice cream vans are busy in bristol :(,0
2617,same lol :(,0
2618,the subserver is down :(,0
2619,just talked to my sis :(,0
2620,oo pre i ' m sick :( huhu so sad hahaha,0
2621,just got out of the tub :(,0
2622,can not wait to climb # penyfan on sunday . hoping the rainy weather forecast is wrong ! :( # breconbeacons,0
2623,give me your skype name my facetime does not work :(,0
2624,looking for fun ? kik - tittheir42 # kik # kikgirl # fuck # kikme # like4like # indiemusic # hottie :(,0
2625,we indian fans really miss uu dear do uu miss us :((((,0
2626,i feel so rough :( my throat really hurts and my head keeps going really fuzzy and i feel like i ' m going to pass out :'( xx,0
2627,where the hell are you ? i miss my idol :(,0
2628,please come to san antonio again soon :(,0
2629,i miss kang junhee :(,0
2630,i ' m still so upset about my hair ... :(,0
2631,i couldve joined pz earlier if i didnt wait ..:(,0
2632,my camping trip starts on saturday in somerset ... looking good ! ... sunday though is a different story ... :-(,0
2633,"given how sunburnt i managed to get this weekend , maybe i ' ll be safer here in the rain :(",0
2634,gutted !! i could not get tickets and it was my birthday :( are you releasing more dates,0
2635,you did not even know what k3g was smh :(,0
2636,i need to get used to waking up alone again :((,0
2637,what should i do . bad vs party again :(((((((,0
2638,so near yet so far :( manila better be in the books soon </ 3,0
2639,"so steam updated and now my inputs for gamestomp no longer work , if i can not fix this tomorrow i ' m gonna have to cancel the entire event :(",0
2640,"yes , very inconsiderate of them . :(",0
2641,desc me in 8 words — off anon :(,0
2642,:( i love you,0
2643,"sir , please announce don 3 !!! i am badly waiting for it !! :(",0
2644,starts raining just as soon as i ' m ready for a run :( damn it,0
2645,are you 100 % sure you lost it in your house ?? :((,0
2646,angelo ' s face while listening to yna :((( # psygustokita,0
2647,gimme european dates :((((((((,0
2648,if i send you a fiver towards a new striker can we get one ? without sakho we have no threat :( a goalscorer and we will be fine .,0
2649,ive been reading cute fluffy cs ff :( i miss my babies :(,0
2650,"foot pain just woke me up , nooooooo :(",0
2651,"followed me thanks , and please followed me too :(",0
2652,i went on at 10 : 59 and stayed on at 11 . 00 until now but there were never any # ubericecream vehicles available . sham :(,0
2653,i wish my parents would live forever . :(,0
2654,finding a good conference hotel in london is tricky ! they are all too small :(,0
2655,i miss baao :(,0
2656,is he alright ?:(,0
2657,nisrina is so beautiful :(,0
2658,"so , its been 40 days since you been gone and i still missing you like crazy bcs there were many hard times that i need you to support me :(",0
2659,ladygaga i bet $ 20 to a friend that you will follow ✧｡ chelny ｡✧ before the end of the month . do not disappoint me ! :(,0
2660,"i miss you ' s lots :-( , hope too see you ' s soon x",0
2661,what about paris :(,0
2662,"at least i think marrish is happening , not as my others otp ' s :(",0
2663,i miss my guy bestfriend :(,0
2664,its 6 : 15 and i ' m wide awake :(,0
2665,fuck tired :-(((,0
2666,look how beautiful i wanna go back :(,0
2667,yess ;; i dont have the original pic :(,0
2668,......... not really :(((((,0
2669,okay pleas edomnt fck qih my feelings shxbs enough !!!! :( # zayniscomingbackonjuly26,0
2670,1000 % battery life please :(,0
2671,my leg is white :-(,0
2672,no :( i ' m so sorry,0
2673,please help find these baby goats stolen from chilton . their mother is crying out to feed them . :-(,0
2674,wasted a good outfit today :(,0
2675,jackson looks so exhausted :-(,0
2676,i ' m a fuck up :(,0
2677,you need to stop being so obsessed over me this is getting creepy :-(,0
2678,josh is so tall that when he hugs me he can rest his head on mine :-(,0
2679,are u there too ? :(,0
2680,"boohoo back to work tonight , another weekend on nights :-(:-(:-(",0
2681,i wanna hang out with fellow tweeps and roar the lions to victory # tweepsmatchout i want to hang out with my twitter family ! :(,0
2682,justinbieber i bet $ 20 to a friend that you will follow ✧｡ chelny ｡✧ before the end of the month . do not disappoint me ! :(,0
2683,"followed me thanks , and please followed me too :(",0
2684,nein :(,0
2685,i can not see that tweet :(,0
2686,404 not found ! :(,0
2687,i feel so bad because i fell asleep like right before it turned midnight and was not able to tell willlow hbd :(,0
2688,"sowwy :( the 3000 word limit really grinds my gears , but 0 . 001 % chance of winning makes up for it !",0
2689,"spent ages making our first vine , only to realise that they ' re meant to be shot in portrait mode and you can not flip the shots ... :(",0
2690,aw sorry :( you ok ? wake up madi,0
2691,what ' s wrong ? :(,0
2692,these are not facts bro :(,0
2693,i wish more people did 11 : 11s for me :(,0
2694,you ruined it >>:(,0
2695,shanzay salabraty :(((,0
2696,i wanna meet them :(((,0
2697,really thought you were one good journo .. but the lure of the gang i see is very strong .. sad to see you too twisting news :(,0
2698,i love you so so so so so so much :(,0
2699,finishing on monday ! sadly :( then closed beta at the end of the year !,0
2700,i didnt wanna end up here :(,0
2701,i asked my sister and she said no and neither of my parents have it so like :-(,0
2702,i wanna watch a movie :(,0
2703,mashaket :((,0
2704,":( that ' s so sad ... maybe it ' s a mistake , or they ' d feel different about it now ? * pets *",0
2705,when you feel like you ' re making the wrong decision :(,0
2706,trying to send you a dm but not working ?! :(,0
2707,:( ( with bapak at royal prima hospital ) —,0
2708,you have not follow me too :(,0
2709,guys add my kik - mune874 # kik # kikme # tagsforlikes # snapme # bored # hannibal # kikgirl :(,0
2710,"if u see this , can u follow me ? i ' m waiting so long :(",0
2711,this :(,0
2712,how to money :(,0
2713,"followed me thanks , and please followed me too :(",0
2714,"i truly miss playing piano so much , i should of never stopped :(((",0
2715,i ' d be down but man i have to work right now :(,0
2716,plisss tweet this elf :( my # teenchoice for # choiceinternationalartist is # superjunior !,0
2717,of course !! i dont think he ' ll take it seriously omg how nice if he saw this :-((,0
2718,"went home & came back :-( (@ sunway college - in petaling jaya , selangor )",0
2719,i still gotta glow up ok :(,0
2720,"huhuu thank you for all the "" congratulations "" and the "" proud of you "" you guys have no idea how happy i am thank you for the support :(((",0
2721,"yeah - we thought that was part of the tour we did today , but it was not . :-(",0
2722,me too :((( where is margo,0
2723,"followed me thanks , and please followed me too :(",0
2724,"konga "": well ... "": ni wa *"": ode ni e "": k "": i need to be disvirgined .. like seriously ! :(""""",0
2725,"i hear u "": but you know i do na ... :( we can negotiate the bride price advance payment",0
2726,i thought i tweeted the link to end the yulin dog meat festival but idk what happened to it .. :( imma try again,0
2727,ive got so much things to do in 3 days . :( what is syawal now .,0
2728,i need to see my boys again :(,0
2729,i lapar :(,0
2730,yeah sad life :((,0
2731,watching ' s story on snapchat is killing me . whats your life ? beach + pool all week long ? when are you working bitch ! :(,0
2732,i forgot to get pale foundation :(,0
2733,sian :( why my plans always clash one fml 😭 facil head training this entire weekend and dh chalet . got so suay anot 😢 how to go for both,0
2734,ah . good luck then . my cat used to let them go in the house to have something to play with over winter . fast little buggers :(,0
2735,एक ब ा र फ ि र स ेँ ध ो ख ा........ >:( > _ < — feeling silly at chandauli majhwar railway station,0
2736,"cant stand seeing my titos and titas cry :((((((( please pray for my cousin , he ' s in critical condition right now :(",0
2737,i do not think you would like the answer to this question :(,0
2738,number 13 :(,0
2739,steals my narcos growing :(,0
2740,nightmares :(,0
2741,ruins the game for me . you ' ll notice many stop playing the game when there are many regens . they do not look realistic :( shame,0
2742,why have people unfaved and rted this :(,0
2743,hope this is not a regular problem for you :( can you please let us know where you travel to / from and the time this was due ?,0
2744,it ' s just heavy duty benadryl lmao but dat shit works ! i forgot to take it earlier :((,0
2745,do share :(,0
2746,i hate it when u are offline :(,0
2747,"followed me thanks , and please followed me too :(",0
2748,not looking forward to this night shift tonight :(,0
2749,all nighter :(,0
2750,"dude , why arent u answering any of my msgs :((",0
2751,yg new gg please :-(,0
2752,thanks hun . shame one of the sxrew on ends came off and dissappeared . alot of swapping around and bleeding all over the place .:(,0
2753,ishal mi :(,0
2754,"followed me thanks , and please followed me too :(",0
2755,high school days :((,0
2756,yes babe !!!! i missed u so much more :( i hate u,0
2757,it just ant working out .. :(,0
2758,i ' m so sorry about my spam guys :(,0
2759,thaanks jhezz !! omg stay awesome and damn your sneaks :((,0
2760,"followed me thanks , and please followed me too :(",0
2761,the fandom is bored :((( do not hurt me # zayniscomingbackonjuly26,0
2762,barely any for saturday and standing though :(,0
2763,soft defence by the best defensive team there :( # nrltigersroosters,0
2764,"and it ' s also so unfair that she will not be in the season 2 of i want indiana back , i do not want a new cast :(",0
2765,hibbs follow back nh do gi ?? : o :(,0
2766,now i ' m sad :(,0
2767,where is this new frank ocean album :( :( :(,0
2768,biblethump :(,0
2769,stress come on :(,0
2770,"followed me thanks , and please followed me too :(",0
2771,"its not me :( its the person in me , sorry xxx",0
2772,i rlyyyy wanna get my septum pierced but my mum will not let me :(,0
2773,goood but its so hot here my tan line are ugly but im going home tonight !:(,0
2774,"hiya , can you tell me if the amazon fire phone is still available ? i can not find it on the web site :(",0
2775,stressed :(,0
2776,not as much as my brother :(,0
2777,"followed me thanks , and please followed me too :(",0
2778,sorry for saying your leg black in a venomous way :-(,0
2779,"and oh great , i ' m sharing a carriage with a group of middle aged women in pink fur - trimmed stetsons . they ' ve started drinking already >:(",0
2780,you have a due date for the fix of error 59 ? my friend and me can not still play :(,0
2781,hays :(,0
2782,i dont know :(,0
2783,:( okay,0
2784,when my baby angel dies :((,0
2785,xue has not made me sing any songs for so long d :! she always gives midori all the work ! what about me :(?,0
2786,hi please help me in getting back my disabled account . i really really need it back . :(,0
2787,ang sakit !!!! inside and out ! :(,0
2788,but you already have me . :(,0
2789,"followed me thanks , and please followed me too :(",0
2790,:( that disgusts me what a piece of shit .. you ' re such an amazing mother mateo & brooklyn are so lucky 💗 he does not deserve to,0
2791,"when a guy buys u a water , but u can not drink it because u did not watch the cup like a hawk as he transferred it from the bartender to u :(",0
2792,:(( my # teenchoice for # choiceinternationalartist is # superjunior !,0
2793,' working from home ' normally means ' surfing ' but not in this case :(,0
2794,:(... feel better bby !,0
2795,"ok you better stay , otherwise i will miss you too much :(",0
2796,that ' s shocking ! why can not people just live & let live ? sometimes i despair of this world ! :( hope you ' re ok .,0
2797,"followed me thanks , and please followed me too :(",0
2798,bc were still hoping :(,0
2799,why the hell insta is not working :((,0
2800,when will you notice me :(,0
2801,i miss chris ' voice :(,0
2802,"hi , may i request a promo code pls ? tried using iwantin but got rejected just now :(",0
2803,:( then pls do not think you ' re not good enough ^ __________ ^ let him be . if he ' s missing this chance then it is his fault,0
2804,omfg harry pls bae :( do not ignore me,0
2805,"followed me thanks , and please followed me too :(",0
2806,"goodluck to your pocket "": and i ' m moving next week :(",0
2807,and a month since i saw them :(,0
2808,i am really sorry you received the wrong order :( we would like to sort this out straight away . can you email help . co . uk ?,0
2809,photo : benedictervention : this is what happens to the contents of 221b between seasons :( you ’ d think ...,0
2810,"followed me thanks , and please followed me too :(",0
2811,feel like movies and popcorn today at the cinemas .... but no one to go with :(,0
2812,sleeping alone is terrible :(,0
2813,hey ! take care of yourself . :( :*,0
2814,"joyce , calm down :((",0
2815,oops i meant those tiny chat days oooops :-(,0
2816,spotify finally figured out that i ' m not in the us and will not let me listen anymore :(,0
2817,i have to go :(,0
2818,:( i can not . my parents are here na and my plans do not usually work out when they ' re here huhu . but i could try to make paalam,0
2819,i ' m not being mean :( your my sazballs ❤,0
2820,they ' ve been cuting it after his pants incident :(,0
2821,school starts pretty soon :(,0
2822,why are so many things happening tomorrow aaaahh :(( wanna gooooo,0
2823,no stomach ' s already growling :(,0
2824,shaved my hair .. i feel like i gotta shave my beard a bit now :( nooooope .,0
2825,omg happy late birthday i ' m so sorry i missed it :( love you though hope you had a lot of fun 😘🎉,0
2826,"followed me thanks , and please followed me too :(",0
2827,ding ding ding ! a hundred points for u :(((,0
2828,hi meg . just sent you an email about verity ' s performances being cancelled this weekend . :( rupert,0
2829,amin :(,0
2830,weekend = work + studying :((,0
2831,retweet this pleaaase :((( 👆🏻👆🏻,0
2832,woaah chris brown :(((,0
2833,sorry solvo ;-; dont mean 2 :(((,0
2834,you ' re gonna be such a good father :(,0
2835,:( it would it really would,0
2836,no way i missed it too :(,0
2837,"i ' m still finishing my work , dad . : (",0
2838,i need a twin :(,0
2839,no baby no :(,0
2840,just want some new stuff :( me and used to love friday ' s for xur been months of no excitement now :(,0
2841,"followed me thanks , and please followed me too :(",0
2842,when you step on a lego barefooted . :(,0
2843,that time twelvyy got rude :(,0
2844,i need to sleep cuz another meeting at work in the morning :-(,0
2845,just have to hope and pray he ' s in good hands i ' m far from being able to see him and i can not call him with :(,0
2846,hello ! ... :(,0
2847,good news on the boaz myhill front but not on takeover news :-( # wba,0
2848,anyone has the pic of taeyeon ' s derp in channel snsd hahahaha pd did not zoom into hers :((( lmao sunny ' s . besst .,0
2849,blood and plague pits :(,0
2850,"ok rich kid , i give up :(",0
2851,"followed me thanks , and please followed me too :(",0
2852,and ignore my video game posts :(,0
2853,"yes that ' s a scary sight seeing frail people in cars . it ' s a lottery riding near those people , i always hold my breath :(",0
2854,okay :(,0
2855,twurkin is razzist !!!!!!!!!! 1 !! blocks and reports u and writes a tumblr post about u :(,0
2856,might ? :-(,0
2857,kik me guys - shek609 # kik # kikgirl # hot # likeforlike # horny # goodmusic # mugshot :(,0
2858,i want to attend ur birthday plssssssssssssssss :(,0
2859,so taissa farmiga and emma roberts are not in this season of ahs ? :(,0
2860,sorry :(((,0
2861,so gutted can not get to liverpool tonight to see on his final tour night gutted is not the word :(,0
2862,he always does this when his hair is getting long :(,0
2863,"followed me thanks , and please followed me too :(",0
2864,fever :(((,0
2865,yeah he did bc at the end he run back to his place hahaha i didnt saw them laughing tho bc low quality :(,0
2866,"hi danielle , oh no :( do you have the latest software installed ? have you tried doing a back up and restore ?",0
2867,"why momo , why ? :(",0
2868,why you unfollow me ? :(,0
2869,"like pharma , sugar .... almost immovable :(",0
2870,why is got7 ' s outfit for music bank so messy ? :( the colour could have been better,0
2871,thank you anshe :( idk i just can not bring myself to get it off my mind but thank you ;;,0
2872,"followed me thanks , and please followed me too :(",0
2873,watching guys total their f1 cars makes me sad :( watching billions of rands get fucked :(,0
2874,im bein so serious its sad .... lol go tla tweng ? ive got shit genes :(,0
2875,shut fuck up . come here right now >:(,0
2876,me too :(,0
2877,# sandrabland may your soul rest in peace . our thoughts and prayers are with her family ! :(,0
2878,"followed me thanks , and please followed me too :(",0
