,text,target
885,@lucyreesxo She threatened me :(,0
886,"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair",0
887,@KittyKatPK happening anymore :(,0
888,@curiouskittten didn't even know you still existed on here haha text me :( 626-430-8715,0
889,@subharrie @roguefond i've messaged her but she hasn't replied and i dont even think she's active on facebook :(,0
890,@MlREU but i'm at work you hoe xD i can't even look at bby in peace :(((,0
891,@suziepanol WHY DO THAT TO US :(,0
892,Well it seems like just a dream :(,0
893,Dream team recording today :((( im sad xiu couldn't make it :(,0
894,Nk gi uss on birthday :(,0
895,"@HollieB awwwwww, I'm so sorry to hear that :(",0
896,@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭,0
897,i miss them so much :(,0
898,ksoo makes me so emo :((((((((((((((((((((((((((((((((,0
899,Wat a small session tat was :(..but still im little happy bcoz for the first time i heard my name from @rithvik_RD..but still too short..,0
900,@Doomcrew_Glen awwwww i'm so sorry. :( i bet she's looking down on you&lt;33,0
901,no matter how many times i try to sleep... i can't :(,0
902,"“@shakyra_cledera: ""paper town"" :--((((” sm :(((",0
903,@wittykrushnic don't go :(,0
904,I'm going to miss you baby! :(( @ Rancho Imperial de Silang Subdivision https://t.co/b5JvTqpm4N,0
905,traffic :-(,0
906,Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(,0
907,@franksredhotuk Its not hot in Cornwall! its veritably cold :( great prize xx,0
908,@hancoverdalexo aww :( thanks anyway!!,0
909,Regular gym workouts are so boring when you could be spinning :(,0
910,I can't do it anymore. I can't have stress on my body yet my life is based upon stress I just can't do it :(,0
911,@ManOfZinc And I don't see a penny of it... :-( DM me your email address; I'll send you the ebook.,0
912,"Фотосет: addicted-to-analsex: sweetbj: #sweetbj #blowjob Mhhh, want to make a man happy now :( http://t.co/v9ryND7pcs",0
913,im sed.. :-( the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me,0
914,@willing_h I feel left out :(,0
915,@mblaq_seungh0 THEN WHY MENTION MEE OMG /envious/ please oppa eonni stop lovey dovey in front of your poor single dongsaeng :(,0
916,@ShannonEastwood I'm workin :( got a day off Tuesday tho haha x,0
917,@ulaaaaa1909 Schade :(,0
918,@CuddlesAri I am gutted! they NEVER do m&amp;g for Belfast :(,0
919,@klentmagsino im so jealous.. :( because you followed each other with Jacob @JacobWhitesides .. follow me too. Jacob :(,0
920,isco :(,0
921,@ImRefleex my penis is too small :(,0
922,omg me every fucking month... :( https://t.co/FX0CGVPDMX,0
923,I wish my dog liked to cuddle :(,0
924,Come on Carlton :(,0
925,@MOONEMOJAI babe :( can u still read thru the conversation on ur hushed?,0
926,Sometimes I wonder what went wrong :( guess I'll never know,0
927,"And more violence... :(  ...we are a Soul Sick nation...praying for Louisiana.
#Lafayette #matteroftheheart #peace",0
928,waduh..pantes :( https://t.co/AWS63BItZA,0
929,"@keelzy81 you know, I actually got suspended for smoking, can you believe it? Teenage me was such a fucking cliche :(",0
930,Already miss @mikeyyfontt so much :(,0
931,@BocasSweets I miss youuuu :((((,0
932,Today #RMA jersey :(,0
933,@ButDinero your so fake I texted you :(,0
934,@Earl_Wolf24 not you :(,0
935,"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/bkNxSZfjm6",0
936,@RuneMagique chance :(,0
937,Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq,0
938,"@superslothjai hi, can you do me some dms with luke please??:(",0
939,@AmandaT_Photo @OandtheFoxes really wanted to but ran out of time :(,0
940,i hate waking up in the middle of my sleep :(,0
941,he he he :(,0
942,@rupexo @LordOfTheMics fuckkk it's a Wednesday :(,0
943,"@PetiteMistress DO IT! I want to start one for making small games, but I feel like I need to get a jump start before asking for support :(",0
944,Justin where are you ? :( @justinbieber,0
945,:( :( I'm gonna cry,0
946,@IanHallard @ArtsTheatreLDN I'm really excited but also really sad because once again I won't be able to see it :(,0
947,"I can't finish my Sanum today! :(
#LLAOLLAO #Dessert but too full",0
948,@jxstkatie @TheSvante i want foood :((,0
949,Last day :(,0
950,#UberIceCream was super! But we didnt get the glares :( @Uber_Pune,0
951,@ffyeahh i don't know how to do vines :(,0
952,@selenagomez you was Tweetin earlier this morning &amp; i wasn't here :( sad mood all the day :(,0
953,sunggyu has a plaster on his elbow.... is it from the fall? :-(,0
954,@ughimnotsam i am in the middle of figuring out how to choreo :(( next time girl!!,0
955,"@Afooo93 😭 this is me thinking she was well offensive, how can you laughing :(",0
956,@NEEDTOBREATHE love you..sad I wasn't up front :(,0
957,YEYY finally but my HD brows kit is broken slightly :(( @cohorted http://t.co/5CNhhfJpnJ,0
958,"@alexandraloisee Monday until wednesday, g na girl!!!! :(",0
959,Babe :(,0
960,I miss everyone omg :( school sux :(,0
961,@gelcababa enjoy :(,0
962,Add my KIK : nothaveld765 #kik #hornykik #edm #sexy #likeforfollow #hannibal #camsex :( http://t.co/EHtsuDdRuA,0
963,new mosquitoe bites :(,0
964,@CRMDKS are you into kinky shit--- we hsould justget married already : (,0
965,really dont wanna go home today :(,0
966,@Idamelatim you la :(((,0
967,when nothing like us comes up on shuffle :((,0
968,@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,0
969,"Ah Millz askies :( ""@_Millzxy3D: so you come back and awusasho ? :'( @Nessa_Mbeki""",0
970,@sainsburys guys a really unlucky one. The driver and I briefly checked eggs but my other half spotted this : ( http://t.co/WpCqJHhBVk,0
971,Tired :(,0
972,im greatful that i can still see u despite of 144p :(,0
973,@pikaiba I LOVE BROOKE I'm just concerned cause his face is all cracked :(,0
974,"＠maverickgamer_　July 24, 2015 at 07:32PM 　:(",0
975,"＠maverickgamer_　July 24, 2015 at 07:25PM 　:(",0
976,Bored to the max rn :(,0
977,@tudipa Sorry that manage files on external SD card via AirDroid is not supported now (Android 4.4+) :( Google has restricted that.,0
978,@fkluca u are so cute thank u :(,0
979,@MICHAELC24H it's alright... cramps are killing me. :-(,0
980,MAYBE IT'S WRONG TO SAY PLEASE LOVE ME TOO &lt;/3 :(,0
981,@blockedmefat dont unstan tay :( never please,0
982,@Sibulela_M only white things I have ngeze turn up :( for all white parties I've been to. Have nothing cocktaily and classy 😭😭😭 so stressed.,0
983,@wbuharryy i love you :(,0
984,"＠maverickgamer_　July 24, 2015 at 07:24PM 　:(",0
985,I don't want to be stuck inside all day :((,0
986,@cmonlukey all of them :(,0
987,@BeardOfTsu @LucasWeatherby @ChrisJLatimer @Alex_AMS96 it came crashing down and it hurts inside :(,0
988,✈️2 days and I'm back in rainy UK :-(☔️,0
989,"@peterpalmer52 Hi Peter, We've not had pens for 2 years now. We just can't get them. There's not even spares in the office anymore either :(",0
990,@Biblioticaa I got delayed by guests. Sigh :(,0
991,@riseagainst why you don't come to Barcelona this year? :( won't be able to see you in Madrid or Bilbao...,0
992,"I hate Japanese call him ""bani"" :( :(",0
993,wish I had a nice booty :-((((,0
994,Who was next?? Oh yeah Sharyl! Currently don't got no #Shane ta call my own :( http://t.co/mOZlqwvvq0,0
995,all of my favourite people deactivate :(,0
996,I want to dance rn :(,0
997,im still giddy over d1 :-(,0
998,his smile is so beautiful :( https://t.co/OiAHorQJOb,0
999,"@heidsbland @asos95 yes, after 11 days. With a broken zipper.  Broken beyond repair. :(",0
1000,@seanactual You mean you're not offering? :(,0
1001,Saturday Classes! :(,0
1002,@EE I'm bad and kind of want an IPhone 6 but account says I can upgrade April 2016 too far :( *cont,0
1003,You need to come back to England....:(  @MacHarmon,0
1004,JAMES wore this in my meet and greet :((( http://t.co/MS60gaiIce,0
1005,tempted to eat this whole pack of oreos. need to find the strength not to do so. :(,0
1006,When there's  free Wifi networks available but they ain within range :(,0
1007,"Need ice cream, lolipop, chocolate, kebab, klappertart, cake and need moodboster !!! :(",0
1008,"Have a shoot tomorrow and haven't been told where and when because the team are only flying in this evening :( 
I hate being unprepared.",0
1009,"@gala_con Sry i have a question , where does the dresscode count , because i dont want to stand in front of closed doors and iam confused :(",0
1010,Oh my god :(,0
1011,@_CaitlinTierney dnt stab meh :(,0
1012,@biebzzur wrocilam :(((,0
1013,o otp :( http://t.co/EVislmNp5V,0
1014,Hoping that this is real :(( #ZaynIsComingBackOnJuly26,0
1015,Have work in 5 hours... :(,0
1016,all time looww(:(,0
1017,@Jamie_MARIEbear I've literally just recovered :(,0
1018,@haywayne Hi Wayne. We're sorry to hear you're looking to leave :( What's happened to make you want to go?,0
1019,@leighannajohns1 Oh no :( Insurance is for loss/stolen or accidentally damaged devices. Warranty repairs are sent to our repair centre.,0
1020,"😂😂😂""@Danny_boym: Lol 👌""@sick_fruits: :( @_kydd_que: LMFAOO..So Accurate!!! http://t.co/k4daapzfUz""""",0
1021,@angelhairhes Please Fra i am hoping u can pick me :(,0
1022,off to the airport :(,0
1023,Alive and got to spend more time with Harry and got to tell him stories about James :(( I'm really sad :(((,0
1024,@Hayles_101 Dont say that they might steel Otamendi :(,0
1025,goodbye ny :( 🚖🗽🌃 http://t.co/uNorqB0mlK,0
1026,"awww, STealth Bastard 2 is named STealth Inc on steam too :(",0
1027,"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",0
1028,"@biobio1993 Don't worry! It's understandable. :( I mean, I totally get why some people block others &amp; that's their choice but sometimes",0
1029,Finally ! I hate it that Switzerland doesn't have a KFC ! :( http://t.co/U1ZU4OOuxV,0
1030,"the most common lie in th wolrd is..
i m fyn :-(
...",0
1031,No drop home for me today :(,0
1032,@MmeNazty oh no oh no wrong end of the state :(,0
1033,I genuinely keep having nightmares about results day Fam :(((((((((,0
1034,@robinpatrickm why won't he talk to me :(,0
1035,@Cas_Audio noooooooooooooooooo. This cannot be a thing. :-( :-( x,0
1036,ok im going now if i have wifi or 3g ill be on but for now bye :(,0
1037,Good luck :(( https://t.co/39G210gq4y,0
1038,@zoellaftmendes i'm gonna miss your tweet in my tl :( always here if u come back!,0
1039,I smile to hide the pain (: :(,0
1040,"@NotFaulty Christ, what's with the scale on those deck chairs? This art is killing my head, man. :(",0
1041,"@Kimberly_171 aw yk i wish i could :( , go to sleep babe you need your resy",0
1042,Pray :( https://t.co/T1OVu6r9wT,0
1043,@perfect_st0rms omg nooo you should have said hi! :((((,0
1044,@GabyWhittlenew no way!!!! Aww :( such a funny time that,0
1045,"My phone is so shit, it always runs out of memory :( ...2 many nudes",0
1046,@LimarDotA bruh :(,0
1047,nooo :(  I wasn't prepared http://t.co/4sZYb7zFwv,0
1048,@critalks @batwife sorry :( I'll let you know if I see any ♡,0
1049,Locked out my own house :(,0
1050,@LaraKBaker Great view! It's a shame about the weather though :-(,0
1051,sold out :( https://t.co/QtC9tfSPQU,0
1052,I just wanna sleep :(,0
1053,"@thevinnythepooh @jefflacs been praying that for years, but to no avail :((",0
1054,fbc is messing up :( dm? @blueberryjham,0
1055,@daftatonix I thought we were friends :(,0
1056,Add me on KIK - mork873 #kik #kikgirl #kikhorny #snapchat #addmeonsnapchat #premiostumundo #hotspotwithdanris :( http://t.co/r5fMnyWyUf,0
1057,@thnksfrdllnwks I KNOW :(,0
1058,@IKILLSNOW okay :(((((,0
1059,@GuadaSSanchez YOU KILLED IT :(,0
1060,@mz_chocl8bear dude I didn't get the dm :(,0
1061,At the hospital :(,0
1062,Food poisoning again! :((((,0
1063,Sone produce from my Potager...my tomatoes have blight :-(  Big changes for next year.,0
1064,This was in Sheffield :( I miss him so mych http://t.co/kgpUCPTdAx,0
1065,@nichotine_ but the dress is pretty :(,0
1066,@beigemarauder shiiit :( so sorry,0
1067,IM NOT SCREENSHOTTING IM SO PROUD OF MYSELF :(((,0
1068,"most of the prompts being claimed so far are kinda... like i've aready read something similar :( soulmate au, canon... zzz...",0
1069,How careful do you actually have to be with a black box? :(,0
1070,Well summers over then :( knew it wouldn't last we do live in Britain ☺️😂😁 http://t.co/GKFgw0Khy6,0
1071,Moodboster :( @febrianadwita mana?,0
1072,"@trcpqveen i love you, my lil baby :(",0
1073,@monaarcmunoz. Please :(,0
1074,Need to finish all hws ugh :(,0
1075,@MartinaSancehz Jouch. Por que? :(,0
1076,liceooooo :(,0
1077,30 minutes and counting just to pass through the EDSA AYALA tunnel... And am still not completely out. :(,0
1078,Very upset that @Uber promised us free ice cream but didn't mention it's only in city centres #ThatsCold #UberIceCream :(,0
1079,I'm still awake :( feeling like I need to delete 80% of people on my snap.,0
1080,my group for Lourdes does not bang:( why :(,0
1081,@eleena_pv @apuchades I'm sorry :(,0
1082,@choivernope why not? :( yes I'll stream~,0
1083,Rain like cats and dogs..... Can't go anywhere.. Water on the road everywhere.. :(,0
1084,#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(,0
1085,My face is so skinny in that picture omg :( why did i get fAt,0
1086,I can barely feel my under boob :(,0
1087,zzzz missed my stop :(,0
1088,Take me back to Dubai :(,0
1089,5SOS Calum5SOS Luke5SOS Ashton5SOS I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ Do NOT disappoint me. :(,0
1090,The night when everybody starts to remember they have homework that is due tomorrow... :(,0
1091,"Bad news My Laribuggy... :( BUT I know one of the top10 was injured &amp; has been on medication, so... https://t.co/iEbaTUv6sW",0
1092,When you have to make do with no nutella :( http://t.co/gm5Q0AProo,0
1093,"And he didn't even get to spend much time  with him :(( and he loses him, I wish anything could've happened if it mean Sirius could stay +",0
1094,BECAUSE THAT'S YOUR GOAT MINO : (,0
1095,didnt took photos with you :-(,0
1096,@ARGA_naut frudging cant chill :(:(:(:(,0
1097,@irisharry_ Awww no :( I didn't mean to make you sad! - Mike,0
1098,@wydbaylee i just need to put on some clothes n stuff n then i can be right w u to do stuff for u :(,0
1099,"@Rhianne_97 can you believe I actually just went home and sat about for half an hour and went work, I lost the numbers to ring anyway bbz :(",0
1100,"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY""",0
1101,"Can you guys help us reach 1K? 
It would mean so much 
Because if you do, we will do our best to give Harry Styles solo dm.. :(

-Nelle.",0
1102,@jasminew0w Ik come take care of me :(,0
1103,i miss you to death :(( @SMtajanlangit http://t.co/7Hal7PTTAN,0
1104,@ItsMeCindyE i miss you :(( hahaha,0
1105,I need to sleep... :(,0
1106,@ImJoanneT ah jaysus! :(,0
1107,@jimmehy2 @WWESuperCardFAQ Who's jealous? This guy right here! :-(,0
1108,2 people are dead :((((((,0
1109,I no longer like toast :(,0
1110,"@jenolixx i hate it, insecurities go away pls :(((",0
1111,@notakimchi @LexasArmy but.. buti thought  ure my poop friend :(,0
1112,@cuffyochickenn 😭 there's just no love anymore :(,0
1113,"Why the most Gorgeous, sexy, hot, amazing angel  @angelcandice  aren’t still shooting in Rome?  @victoriassecret :(",0
1114,Bad throat and now a cold too :(,0
1115,@LanaParrilla because you don't like me :((,0
1116,@_eshaaax I missed youuu too :((,0
1117,"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol",0
1118,i miss you already :-(,0
1119,@FercanY @BenjaminHarvey Rip Heath Ledger :(,0
1120,no more of being 'high all the time' :((((((((((( this is v sad,0
1121,@RealKrisTravis it came crashing down and it hurts inside :(,0
1122,"Now if only it had an app... Stupid Apple, not giving apps permission to do that &gt;:(",0
1123,"i can't be there for you anymore &amp; i'm sorry bc of me , you're not yourself anymore :-(",0
1124,"""@aula_jr: @Jude_Mugabi I'm watching it. 2-0 Madrid leads.""
Supersport ain't showing it :-(",0
1125,@monifizzle hahah no boys came for my milkshake :(,0
1126,Haven't played Witcher 3 in two months. Exactly! And don't really feel like going back. Wish I'd fallen in love with it. :(,0
1127,I wanna watch papertown again :(,0
1128,Bale :(,0
1129,k dots. :(,0
1130,i dont want to come home :(,0
1131,@mcbride_alex sad times im gettin ready for a 9 hour shift :(,0
1132,I mean i'm drunk in México city. :(,0
1133,very tired :(,0
1134,@roguefond @solarfIarefic i miss her too where is she :(,0
1135,Did you play Bahay Bahayan when you were a kid? If yes what is your... — Yes. Pero magisa ko lang :( #Sadlyf #Bunso http://t.co/On2ijrtaxY,0
1136,someone take me to see inside out please :(,0
1137,Y can't I sleeeeep  :-(,0
1138,babe :( http://t.co/waZjxi7TQa,0
1139,@scfcjase  sorry I want to write AstonVilla . :( But Berigaud and Bakar are very good choice for your club.,0
1140,@roguefond me too :(,0
1141,@crazynovely Not today dear :(,0
1142,How sad what happened in Louisiana...:(,0
1143,@MissRoosj please do it &lt;3 nobody streams this game for me :(,0
1144,I'll so busy with school :((,0
1145,"I just watched a video about a girl being ""allergic"" to the sun :( that's depressing",0
1146,"They playing Blaine's acoustic version of ""Teenage Dream' excuse me while I cry :(",0
1147,@bowserrh got a hernia :( in pain!,0
1148,"IDK how many of us are being ""doctored"" with this toxin. when will we have the freedom to go organic :( https://t.co/LGCx3ifqC7",0
1149,I got in my feels and Ariel body slapped me literally body slammed me :(,0
1150,There were so many bees :(,0
1151,@jlawrencly @homemade @sainsburys I'm not staying home :( I'm going out at 3 my timing so maybe when I'm back?,0
1152,Unknown Feelings :(,0
1153,so hard to not have contacts and you want to talk to people :(,0
1154,@KBedders @guardianmusic oh my goodness this made me so sad :( #finddjderek,0
1155,That guy smells very uuughhhh. Grabe ka power :(,0
1156,Wheres my gf :-(,0
1157,She must be very tired :((,0
1158,@DefianceGame Poor bastard :(,0
1159,James_Yammouni I bet $20 that you will follow ✧｡ Chelny ｡✧ Do NOT disappoint me. :(,0
1160,i smell like you :-(,0
1161,"@altontowers The Smi.... oh wait... :(

Just kidding, Nemesis still rules!",0
1162,"I know :( askies ""@Titus3D: @Nessa_Mbeki hai that's what u said last time""",0
1163,"@biobio1993 ohh. :( well, you know where to find me if you change your mind. (but maybe it's not even someone I'm close with so... xD)",0
1164,"@feraltwirler 
Doesnt sound appealing   :-(((",0
1165,neeeeeeeeeeeeeeeeein! :(,0
1166,@harryetlou louis' lil smile im so saaaad :((((,0
1167,:( :( :( when pay day doesn't make you any less poor :( :( :(,0
1168,Not seeing her for 4 weeks :((,0
1169,"Like it was hanging up why havent the creases ""falling out"" of it:(:( so sad",0
1170,homed &amp; omg I'm so tanned!!! :-(,0
1171,@kbreeezy__ :( and nope haha she flies out of Dallas,0
1172,@Emma_Nichols90 supposed to rain on the weekend too :(,0
1173,ya i did :-( https://t.co/peQqNxkDj0,0
1174,"*walks infront of beato*

* was called "" tim!!! "" 100 times* 

FAMOUS BROTHER PROBS. :((",0
1175,We had a minha for like a day :(,0
1176,@thefreejinn @Blush_Channel deleicious food followed by sound 8 hrs. sleep for which i never get time :(,0
1177,@lawrenceispichu yeah :( and always here! 💕,0
1178,at the airport :(( http://t.co/la1iwsZj52,0
1179,@court_skinner12 @influenclifford @Arianas_Bliss he blocked her on Twitter :(,0
1180,leaving pcb :-(,0
1181,"Final ep of GoT, here we go. :(",0
1182,"Seen 2 peregrines today 8.40 one had pigeon in its feet so lucky to see them again! flew over tram stop but didn,t hav phone to take pic :-(",0
1183,@jeffer_jen @LloydPfc nope but just had another check today and I have a hernia :(,0
1184,"guess who's spent half an hr sitting outside her apt building bc she left her keys at work?

I hope someone needs to leave this bldg soon :(",0
1185,@camerondallas too hard to get a notice from youu :((,0
1186,"@RichelleMead it's being more than enough since you wrote the dark swan series, won't you ever write a fifth book? I'm dying! 3 years now :(",0
1187,@theemilygrayxo Mmmmm if i wasn't at work i would babe :( X,0
1188,@imNadies I need my avi dude.. :(,0
1189,so alone :-( http://t.co/R6kMtPHPF4,0
1190,@NICKIMINAJ nicki follow me please :(,0
1191,@russophobes :( fucjikg disgusting,0
1192,#BuyNotAnApologyOniTunes isn't avalible in Denmark :(... Could someone please gift it to me? im frustrated,0
1193,@maddylovve_ @kriseldagarza no she's talking about me lmao :(,0
1194,my throat hurts like hell nw :-((,0
1195,first day of sch and i miss sharing a class w jeslyn already :-(,0
1196,72 and counting.  :( http://t.co/9xWKegCy6W,0
1197,@Techverse_in i was rooting :( kuch nahi hua,0
1198,Terrible day. I've been bitching at newbies trying to get them to think for themselves &amp; search for help. Only one gave me crap about it. :(,0
1199,@byunboobs come back :-(((((,0
1200,"I really need a miracle happen today :( 
4th win please..",0
1201,@mikecom17 Oh that's not good Linda :( Have you tried clicking on the option to change the pin?,0
1202,Craving chicken wings :(,0
1203,@phillyc13 :( love you,0
1204,@Uber epic fail on the #UberIceCream page wont even load :-(,0
1205,@andylimko thank you sa bracelet. Ang ganda!! :((( 💗💗💗,0
1206,"@NinaBejar nux hinanap ako! Yes, told ya I have no load :(( uy check fbc grabe my sched anyare",0
1207,"Co “@AusiDineo_: I would entertain such tbh ""@ImKhweziN: ""Hey, remember me?"" typa weather :(""”",0
1208,Any twitter buddies able to do a 5 minute transparency job? I am shit at photoshop :(,0
1209,Still haven't decided how I want my name on my planner :( Please helpppp,0
1210,@DJEternalRefuge I WANNA TAKE A SELFIE CAUSE IM WEARIG DRI BUT GOT ALOT OF PEOPLE INSIDE THE BUS :-(,0
1211,"@EmperorJepp yeah, they are just the next prey :( poor girls",0
1212,I feel so gross. Like sick. And my tummy hurts. :( I wanna go home. — feeling drained,0
1213,"@morealtitude #ausfailia haha! I am missing out on snow :( &amp; live footy. But flight gets in day before the game that counts,2nd ye in a row!",0
1214,m&amp;m's and kitkat please :((((,0
1215,@R_steeez12 really sad I didn't get to see you guys on bday  :(,0
1216,@casterogue @KristineMayor :((((( no money 😩😩😩😢,0
1217,"""@hallarkd: @haxllaark @hallahup_ @pxleehalla @hallakuma @hallashi guys :( http://t.co/gXI974Xj63""saoloh -_-",0
1218,@AlexandraBjelk suger :(,0
1219,Olivia can't read oh my god :( #b&amp;s,0
1220,@SeaveyDaniel I've been supporting you since the audition of american idol and until now.. ugh you still don't notice me :(,0
1221,@JoshTheFiend but I am a virgin. :(,0
1222,@Jeyneus I'm used to foot injurys now lol .. My appendix burst a while ago so it's not appendicitis .. They just told me I have a hernia :(,0
1223,@gotshinee yeahh :(( but it's so hard esp. they're not doing well on digital charts cries,0
1224,@SWlZZ well ... Fack ... looks like I won't be able to touch NHL 15 ever again :(,0
1225,Hays :(,0
1226,@JamesRussellFFC @Stormzy1 no g i cant afford it :(,0
1227,I really miss you :(,0
1228,"praying for you , KHAMIS ... :( ... https://t.co/cX9MmWnRA4 #Kadhafi",0
1229,I wanna go to my favorite spot &amp; watch the sun rise but that's all the way across town :(,0
1230,ugh I reaaly don't know what to do. :( -ja,0
1231,@thenomimo Sorry for the delay Naomi :(,0
1232,@hannah_arias modern contemporary... thats why :(,0
1233,i messed up big time :(,0
1234,Looking for fun? KIK : slacke565 #kik #kikmeguys #blonde #kikchat #sexy #mpoints #kiksexting :( http://t.co/LReixn2h5o,0
1235,Jahat :(,0
1236,@Kimberly_171 my poor baby :(,0
1237,"I would entertain such tbh ""@ImKhweziN: ""Hey, remember me?"" typa weather :(""",0
1238,"but, i know that i can't :(",0
1239,@iamnonexistent oh dear :( that discount though!,0
1240,@harIeyyquinn i cant now bc im going thorpe park 5 days after my bday :(( but now idk what to do instead,0
1241,: ( the goats got scared of me,0
1242,@_payneourdaddy I miss them :(,0
1243,@FluffyBearsPS3 u never call :(,0
1244,@neon27164907 i left :(,0
1245,@EmmaLK Yeah I guessed as much. :( Hope they decide to play nicely for you.,0
1246,"esnho: Why the ""NODE15 - Advanced DirectX11 Shading Workshop P2"" is uploaded and removed? :(",0
1247,Blackberry is such a shitty mobile :( #PovertyYouAreEvil,0
1248,Help God :(,0
1249,i think I'm getting sick :(,0
1250,Really struggling painting with my finger :(,0
1251,Math test result :((,0
1252,"I love you, how but you? @Taecyeon2pm8 did you feel the same? Emm I think not :(",0
1253,Ouch. That hurt :(,0
1254,"@Red_Doom @Twymaan you lied to me :(
You said you could t drink :(",0
1255,@Phonemast Ah must have missed that. Still no sign of any data network in #Elgin yet though :-(,0
1256,HAY WAITING GAME AGAIN... WAITING FOR MY VAVA :( I'M HUNGRY NA!! @ebymcpgl,0
1257,@tinfinities oh no she isn't :(((( but yes makati!!,0
1258,One day :( 💛 https://t.co/QtJBLWWLhy,0
1259,@satabengdagat omg same baon ko for a week was soup and i would soak bread until it was mush?? :(((,0
1260,I'm missing the game :( they'd better show it later,0
1261,"I miss Matt and he's coming home 14 days before I do, so I don't know if he's going to be there when I get back :((",0
1262,Raining again :(,0
1263,Is it September yet? I need OUAT back :((,0
1264,oh well won't be going the beach :( horrible blinkin weather,0
1265,@ianrobo1 Other than players that is :(,0
1266,@moontwink one of the best couples :(,0
1267,@StreetFighter Still not working :(,0
1268,@RealMichelleW unblock me on Instagram :(,0
1269,headack badly tension eritation :(,0
1270,@endohope thanks for your answer! I am feeling so frustrated :( I will try to change my perspective,0
1271,I'm using all my time just to chat with u but u don't seem like u want to chat with me :(,0
1272,"@harryetlou harry: ""so we don't forget any of our songs to add to the wedding playlist :(""
*louis endlessly blushing n batting his eyes*",0
1273,@prattmouserat poor kiddo :(,0
1274,My Rumbelle feels are just too overwhelming... :((,0
1275,Can't believe I still saw a lot of trash thrown irresponsibly during the Pakighinabi session. :(,0
1276,why not pinkfinite huhu :( #더쇼 #에이핑크 @SBS_MTV,0
1277,@LBHCRM hi beb :  ( i have a really bad migraine. sorry i wasn't on a lot today but i'm in a lot of pain : ( i'm gonna rest more. i love you,0
1278,so I was driving home rn and I almost ran over a coyote :( shit scared the fuck outta me.,0
1279,"@ellierowexo in this weather, are you mad? &amp; work :( 😒😒",0
1280,Headache :(,0
1281,oh my head #인피니트 save me :(((((((((((,0
1282,my precious baby baechu :-((((((,0
1283,Emotionally tired :(((,0
1284,"@kitteninlaces aww, baby :(",0
1285,I never see you @JackJackJohnson @jackgilinsky :( #CalibraskaEP,0
1286,@TotTeaOnah what r u talking about I still am :(,0
1287,@CyrilleeJeeff i feel yah :(,0
1288,@KEEMSTARx yo dude. Fancy helping a fan out? I wanna grow a yt channel but can't purchase an Elgato :(,0
1289,no one wants to go to ant man with me :(,0
1290,"Expect the UNEXPECT ... :(

#BESTFriend",0
1291,@Saurabh_tri I'm okay.. Mom was doing well all this while but day before yesterday she fainted due to low bp and now she is having fever :(,0
1292,"@mxszwxrx ""all along it was a fever, "" :(",0
1293,So apparently it's no shower friday at the subway and no one was kind enough to tell me. Not cool guys! :(,0
1294,"Please keep him in your prayers. He's very fragile. I can't even cry, I feel like I've done too much of that this week already. :(",0
1295,"@pagodane @HakubiRedwinter I know, right? sure, they will leave a huge gap in comic plots :(",0
1296,last summer vacation with my family im emotional :(,0
1297,@DestinyNews_net Bungie not nice to us folk in the rest of the world. :(,0
1298,Well I broke another Raspberry Pi :(,0
1299,New shoes please :(,0
1300,@dumplinghoya I've been wanting to change it to only woohyun one but sunggyu makes me feel guilty :(,0
1301,monica just went to davao. :( luckyyyy,0
1302,Almost is not enough. Confidence is not enough. I'm not enough. Good night. :(,0
1303,@Jae0409 cuz I thought we could ask team snapchat to make live for the concert since its last concert for EUNHAE :(,0
1304,Crap!! I misplaced my phone. :(,0
1305,i miss you too den :(((  https://t.co/sIvKwcomiZ,0
1306,I miss my baby dae and bap so much :-(,0
1307,"@yokotaso_modoki 
I'm not good at Japanese likewise, either :(",0
1308,@_irwinstagram I'll give you Liam solo DM for Dylan :(( pls?:(,0
1309,@BellsIsMine what happened? :(,0
1310,will u follow me back again? :((( huehue @SeaveyDaniel,0
1311,also u can't make rice krispy treats without marshmallows &gt;:((,0
1312,@seungwannabe take care of urself :((((,0
1313,My body is srsly so tired but I can't sleep :-(,0
1314,@jenalive11 @TonightAlive and me :(,0
1315,#Birmingham #m5m6junction heading to #soulsurvivor15 #stafford slow progress :-( http://t.co/seHTxVttAe,0
1316,idk why I think my follow is a gift :(,0
